name,diameter,coordinates,approval year,eponym,link,cleaned_links,ethnicity
Shevchenko,53°38′S 46°01′W﻿ / ﻿53.64°S 46.02°W﻿ / -53.64; -46.02﻿ (Shevchenko),143.0,1976.0,"Taras Shevchenko, Ukrainian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5486,https://planetarynames.wr.usgs.gov/Feature/5486,Ukraine Origin Taras
Sholem Aleichem,50°55′N 90°29′W﻿ / ﻿50.92°N 90.48°W﻿ / 50.92; -90.48﻿ (Sholem Aleichem),196.0,1979.0,"Sholom Aleichem, Yiddish writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5495,https://planetarynames.wr.usgs.gov/Feature/5495,Jewish Origin 
Sibelius,49°30′S 145°22′W﻿ / ﻿49.5°S 145.37°W﻿ / -49.5; -145.37﻿ (Sibelius),94.0,1985.0,"Jean Sibelius, Finnish composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5512,https://planetarynames.wr.usgs.gov/Feature/5512,Finland Origin Jean
Simonides,29°08′S 44°51′W﻿ / ﻿29.13°S 44.85°W﻿ / -29.13; -44.85﻿ (Simonides),87.0,1985.0,"Simonides of Ceos, Greek poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5541,https://planetarynames.wr.usgs.gov/Feature/5541,Greek Origin Greek
Sinan,15°28′N 30°35′W﻿ / ﻿15.46°N 30.59°W﻿ / 15.46; -30.59﻿ (Sinan),134.0,1976.0,"Mimar Sinan, Turkish architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5549,https://planetarynames.wr.usgs.gov/Feature/5549,Turkey Origin Joseph
Smetana,48°15′S 70°10′W﻿ / ﻿48.25°S 70.17°W﻿ / -48.25; -70.17﻿ (Smetana),191.0,1985.0,"Bedřich Smetana, Czech composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5602,https://planetarynames.wr.usgs.gov/Feature/5602,Czechoslovakia Origin Bedrich
Snorri,9°10′S 83°14′W﻿ / ﻿9.17°S 83.24°W﻿ / -9.17; -83.24﻿ (Snorri),21.0,1976.0,"Snorri Sturluson, Icelandic poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5611,https://planetarynames.wr.usgs.gov/Feature/5611,Iceland Origin Sturluson
Sophocles,6°57′S 146°02′W﻿ / ﻿6.95°S 146.04°W﻿ / -6.95; -146.04﻿ (Sophocles),142.0,1976.0,"Sophocles, Ancient Greek dramatist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5650,https://planetarynames.wr.usgs.gov/Feature/5650,Greek Origin Greek
Sor Juana,50°31′N 25°35′W﻿ / ﻿50.51°N 25.59°W﻿ / 50.51; -25.59﻿ (Sor Juana),102.0,1979.0,"Sor Juana Inés de la Cruz, Mexican writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5651,https://planetarynames.wr.usgs.gov/Feature/5651,Mexico Origin Ines
Sōseki,39°19′N 38°46′W﻿ / ﻿39.31°N 38.77°W﻿ / 39.31; -38.77﻿ (Sōseki),92.0,1985.0,"Natsume Sōseki, Japanese novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5801,https://planetarynames.wr.usgs.gov/Feature/5801,Japan Origin Natsume
Sōtatsu,48°44′S 18°10′W﻿ / ﻿48.73°S 18.17°W﻿ / -48.73; -18.17﻿ (Sōtatsu),157.0,1976.0,"Tawaraya Sōtatsu, Japanese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5802,https://planetarynames.wr.usgs.gov/Feature/5802,Japan Origin Tawaraya
Sousa,46°41′N 0°38′E﻿ / ﻿46.69°N 0.63°E﻿ / 46.69; 0.63﻿ (Sousa),138.0,2012.0,"John Philip Sousa, American bandmaster and composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14973,https://planetarynames.wr.usgs.gov/Feature/14973,United States Origin
Spitteler,69°11′S 60°16′W﻿ / ﻿69.18°S 60.26°W﻿ / -69.18; -60.26﻿ (Spitteler),67.0,1976.0,"Carl Spitteler, Swiss poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5668,https://planetarynames.wr.usgs.gov/Feature/5668,Switzerland Origin Carl
Steichen,12°47′S 77°02′E﻿ / ﻿12.79°S 77.04°E﻿ / -12.79; 77.04﻿ (Steichen),196.0,2010.0,"Edward Steichen, American photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14650,https://planetarynames.wr.usgs.gov/Feature/14650,American Origin Edward
Stevenson,2°03′N 143°53′W﻿ / ﻿2.05°N 143.88°W﻿ / 2.05; -143.88﻿ (Stevenson),134.0,2012.0,"Robert Louis Stevenson, Scottish author",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14974,https://planetarynames.wr.usgs.gov/Feature/14974,Scotland Origin Robert
Stieglitz,72°32′N 67°38′E﻿ / ﻿72.54°N 67.63°E﻿ / 72.54; 67.63﻿ (Stieglitz),100.0,2012.0,"Alfred Stieglitz, American photographer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14928,https://planetarynames.wr.usgs.gov/Feature/14928,United States Origin
Strauss,70°25′N 285°32′E﻿ / ﻿70.42°N 285.53°E﻿ / 70.42; 285.53﻿ (Stieglitz),17.0,2019.0,Strauss family of musicians,https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15860,https://planetarynames.wr.usgs.gov/Feature/15860,Austria Origin Strauss
Stravinsky,51°57′N 78°54′W﻿ / ﻿51.95°N 78.9°W﻿ / 51.95; -78.9﻿ (Stravinsky),129.0,1979.0,"Igor Stravinsky, Russian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5723,https://planetarynames.wr.usgs.gov/Feature/5723,Russia Origin Igor
Strindberg,53°25′N 136°40′W﻿ / ﻿53.41°N 136.67°W﻿ / 53.41; -136.67﻿ (Strindberg),189.0,1979.0,"August Strindberg, Swedish writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5726,https://planetarynames.wr.usgs.gov/Feature/5726,Sweden Origin August
Sullivan,16°11′S 86°53′W﻿ / ﻿16.19°S 86.88°W﻿ / -16.19; -86.88﻿ (Sullivan),153.23,1976.0,"Louis Sullivan, American architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5755,https://planetarynames.wr.usgs.gov/Feature/5755,American Origin Louis
Sūr Dās,46°59′S 93°34′W﻿ / ﻿46.98°S 93.57°W﻿ / -46.98; -93.57﻿ (Sūr Dās),131.0,1979.0,"Sur, Hindu, poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5804,https://planetarynames.wr.usgs.gov/Feature/5804,India Origin Indian
Surikov,36°59′S 124°54′W﻿ / ﻿36.98°S 124.9°W﻿ / -36.98; -124.9﻿ (Surikov),224.0,1979.0,"Vasily Surikov, Russian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5767,https://planetarynames.wr.usgs.gov/Feature/5767,Russia Origin Vassily
Sveinsdóttir,2°50′S 100°19′E﻿ / ﻿2.83°S 100.32°E﻿ / -2.83; 100.32﻿ (Sveinsdóttir),212.79,2008.0,"Júlíana Sveinsdóttir, Icelandic artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14389,https://planetarynames.wr.usgs.gov/Feature/14389,Iceland Origin Júlíana
Takanobu,30°40′N 108°34′W﻿ / ﻿30.66°N 108.56°W﻿ / 30.66; -108.56﻿ (Takanobu),72.0,1985.0,"Fujiwara no Takanobu, Japanese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5830,https://planetarynames.wr.usgs.gov/Feature/5830,Japan Origin Fujiwara
Takayoshi,37°14′S 163°49′W﻿ / ﻿37.23°S 163.82°W﻿ / -37.23; -163.82﻿ (Takayoshi),136.0,1979.0,"Fujiwara no Takayoshi, Japanese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5831,https://planetarynames.wr.usgs.gov/Feature/5831,Japan Origin Japanese
Tansen,4°07′N 71°40′W﻿ / ﻿4.11°N 71.67°W﻿ / 4.11; -71.67﻿ (Tansen),27.0,1976.0,"Tansen, Hindustani composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5858,https://planetarynames.wr.usgs.gov/Feature/5858,India Origin Indian
Thākur,3°03′S 64°34′W﻿ / ﻿3.05°S 64.57°W﻿ / -3.05; -64.57﻿ (Thākur),111.0,1976.0,"Rabindranath Tagore, Indian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5990,https://planetarynames.wr.usgs.gov/Feature/5990,India Origin R
Theophanes,5°01′S 142°47′W﻿ / ﻿5.02°S 142.78°W﻿ / -5.02; -142.78﻿ (Theophanes),46.0,1976.0,"Theophanes the Greek, icon painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5964,https://planetarynames.wr.usgs.gov/Feature/5964,Byzantine Origin Byzantine
Thoreau,5°56′N 132°38′W﻿ / ﻿5.94°N 132.64°W﻿ / 5.94; -132.64﻿ (Thoreau),72.0,1985.0,"Henry David Thoreau, American poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/5979,https://planetarynames.wr.usgs.gov/Feature/5979,American Origin Henry
Tintoretto,47°59′S 22°57′W﻿ / ﻿47.99°S 22.95°W﻿ / -47.99; -22.95﻿ (Tintoretto),94.0,1976.0,"Tintoretto, Italian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6022,https://planetarynames.wr.usgs.gov/Feature/6022,Italy Origin Italian
Titian,3°41′S 42°32′W﻿ / ﻿3.69°S 42.53°W﻿ / -3.69; -42.53﻿ (Titian),109.0,1976.0,"Titian, Italian artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6034,https://planetarynames.wr.usgs.gov/Feature/6034,Italy Origin Tiziano
To Ngoc Van,52°29′N 111°42′W﻿ / ﻿52.49°N 111.7°W﻿ / 52.49; -111.7﻿ (To Ngoc Van),71.0,2009.0,"To Ngoc Van, Vietnamese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14589,https://planetarynames.wr.usgs.gov/Feature/14589,Vietnam Origin To
Tolkien,88°49′N 148°55′E﻿ / ﻿88.82°N 148.92°E﻿ / 88.82; 148.92﻿ (Tolkien),50.0,2012.0,"J. R. R. Tolkien, English writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15025,https://planetarynames.wr.usgs.gov/Feature/15025,England Origin John
Tolstoj,16°14′S 164°38′W﻿ / ﻿16.23°S 164.64°W﻿ / -16.23; -164.64﻿ (Tolstoj),355.0,1976.0,"Leo Tolstoy, Russian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6052,https://planetarynames.wr.usgs.gov/Feature/6052,Russia Origin Lev
Travers,28°00′S 329°06′W﻿ / ﻿28.0°S 329.1°W﻿ / -28.0; -329.1﻿ (Tolstoj),164.0,2018.0,"Pamela Lyndon Travers, British writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15773,https://planetarynames.wr.usgs.gov/Feature/15773,Great Britain Origin
Tsʻai Wen-Chi,23°28′N 23°09′W﻿ / ﻿23.47°N 23.15°W﻿ / 23.47; -23.15﻿ (Tsʻai Wen-Chi),124.0,1976.0,"Cai Wenji, Chinese poet and composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6116,https://planetarynames.wr.usgs.gov/Feature/6116,China Origin Chinese
Tsʻao Chan,13°19′S 142°21′W﻿ / ﻿13.31°S 142.35°W﻿ / -13.31; -142.35﻿ (Tsʻao Chan),110.0,1976.0,"Cao Xueqin, Chinese novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6118,https://planetarynames.wr.usgs.gov/Feature/6118,China Origin Chinese
Tsurayuki,62°59′S 20°20′W﻿ / ﻿62.99°S 20.34°W﻿ / -62.99; -20.34﻿ (Tsurayuki),83.0,1976.0,"Ki no Tsurayuki, Japanese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6113,https://planetarynames.wr.usgs.gov/Feature/6113,Japan Origin Ki
Tung Yüan,75°01′N 62°50′W﻿ / ﻿75.02°N 62.83°W﻿ / 75.02; -62.83﻿ (Tung Yüan),60.46,1979.0,"Dong Yuan, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6132,https://planetarynames.wr.usgs.gov/Feature/6132,China Origin Chinese
Turgenev,65°41′N 136°16′W﻿ / ﻿65.68°N 136.26°W﻿ / 65.68; -136.26﻿ (Turgenev),136.0,1979.0,"Ivan Turgenev, Russian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6140,https://planetarynames.wr.usgs.gov/Feature/6140,Russia Origin Ivan
Tyagaraja,3°53′N 148°54′W﻿ / ﻿3.89°N 148.9°W﻿ / 3.89; -148.9﻿ (Tyagaraja),97.0,1976.0,"Tyāgarāja, Indian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6161,https://planetarynames.wr.usgs.gov/Feature/6161,India Origin Indian
Tryggvadóttir,89°33′N 171°34′W﻿ / ﻿89.55°N 171.56°W﻿ / 89.55; -171.56﻿ (Tryggvadóttir),31.0,2012.0,"Nína Tryggvadóttir, Icelandic artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15026,https://planetarynames.wr.usgs.gov/Feature/15026,Iceland Origin Nína
Unkei,31°47′S 62°36′W﻿ / ﻿31.79°S 62.6°W﻿ / -31.79; -62.6﻿ (Unkei),121.0,1976.0,"Unkei, Japanese sculptor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6228,https://planetarynames.wr.usgs.gov/Feature/6228,Japan Origin Japanese
Ustad Isa,31°55′S 166°07′W﻿ / ﻿31.91°S 166.11°W﻿ / -31.91; -166.11﻿ (Ustad Isa),138.0,1979.0,"Ustad Isa, architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6249,https://planetarynames.wr.usgs.gov/Feature/6249,Turkey Origin Turkish
Vālmiki,23°35′S 141°25′W﻿ / ﻿23.58°S 141.41°W﻿ / -23.58; -141.41﻿ (Vālmiki),210.0,1976.0,"Valmiki, Indian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6462,https://planetarynames.wr.usgs.gov/Feature/6462,Sanskrit Origin Sanskrit
Van Dijck,75°48′N 166°38′W﻿ / ﻿75.8°N 166.63°W﻿ / 75.8; -166.63﻿ (Van Dijck),101.53,1979.0,"Anthony van Dyck, Flemish artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6309,https://planetarynames.wr.usgs.gov/Feature/6309,Flemish Origin Anthony
Van Eyck,43°13′N 159°26′W﻿ / ﻿43.22°N 159.43°W﻿ / 43.22; -159.43﻿ (Van Eyck),271.0,1979.0,"Jan van Eyck, Flemish artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6310,https://planetarynames.wr.usgs.gov/Feature/6310,Flemish Origin Jan
Van Gogh,76°53′S 138°41′W﻿ / ﻿76.88°S 138.68°W﻿ / -76.88; -138.68﻿ (van Gogh),99.0,1976.0,"Vincent van Gogh, Dutch artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6312,https://planetarynames.wr.usgs.gov/Feature/6312,The Netherlands 
Varma,80°02′N 18°58′W﻿ / ﻿80.04°N 18.97°W﻿ / 80.04; -18.97﻿ (Varma),30.0,2013.0,"Raja Ravi Varma, Indian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15146,https://planetarynames.wr.usgs.gov/Feature/15146,India Origin Raja
Vazov,65°24′S 212°20′W﻿ / ﻿65.4°S 212.33°W﻿ / -65.4; -212.33﻿ (Vazov),33.0,2020.0,"Ivan Vazov, Bulgarian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15922,https://planetarynames.wr.usgs.gov/Feature/15922,Bulgaria Origin Ivan
Velázquez,37°35′N 55°26′W﻿ / ﻿37.59°N 55.43°W﻿ / 37.59; -55.43﻿ (Velázquez),128.0,1979.0,"Diego Velázquez, Spanish painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6345,https://planetarynames.wr.usgs.gov/Feature/6345,Spain Origin Diego
Verdi,64°22′N 169°43′W﻿ / ﻿64.36°N 169.71°W﻿ / 64.36; -169.71﻿ (Verdi),145.0,1979.0,"Giuseppe Verdi, Italian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6354,https://planetarynames.wr.usgs.gov/Feature/6354,Italy Origin Giuseppe
Veronese,5°18′N 55°57′W﻿ / ﻿5.3°N 55.95°W﻿ / 5.3; -55.95﻿ (Veronese),45.0,2021.0,"Paolo Veronese, Italian painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15997,https://planetarynames.wr.usgs.gov/Feature/15997,Italy Origin Paolo
Vieira da Silva,1°32′N 123°25′W﻿ / ﻿1.54°N 123.41°W﻿ / 1.54; -123.41﻿ (Vieira da Silva),274.0,2013.0,"Maria Helena Vieira da Silva, Portuguese-French painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15194,https://planetarynames.wr.usgs.gov/Feature/15194,France Origin Maria
Villa-Lobos,5°16′N 6°47′E﻿ / ﻿5.27°N 6.79°E﻿ / 5.27; 6.79﻿ (Villa-Lobos),67.0,2015.0,"Heitor Villa-Lobos, Brazilian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15397,https://planetarynames.wr.usgs.gov/Feature/15397,Brazil Origin Heitor
Vincente,56°45′S 142°58′W﻿ / ﻿56.75°S 142.96°W﻿ / -56.75; -142.96﻿ (Vincente),108.0,1979.0,"Gil Vicente, Portuguese writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6392,https://planetarynames.wr.usgs.gov/Feature/6392,Portugal Origin Gil
Vivaldi,13°46′N 85°55′W﻿ / ﻿13.76°N 85.92°W﻿ / 13.76; -85.92﻿ (Vivaldi),213.0,1976.0,"Antonio Vivaldi, Italian composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6415,https://planetarynames.wr.usgs.gov/Feature/6415,Italy Origin Antonio
Vlaminck,28°29′N 13°31′W﻿ / ﻿28.48°N 13.51°W﻿ / 28.48; -13.51﻿ (Vlaminck),82.0,1985.0,"Maurice de Vlaminck, French painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6421,https://planetarynames.wr.usgs.gov/Feature/6421,France Origin Maurice
Vonnegut,82°43′N 249°55′W﻿ / ﻿82.72°N 249.91°W﻿ / 82.72; -249.91﻿ (Vlaminck),26.61,2017.0,"Kurt Vonnegut, American writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15623,https://planetarynames.wr.usgs.gov/Feature/15623,United States Origin
Vyāsa,49°47′N 84°37′W﻿ / ﻿49.79°N 84.62°W﻿ / 49.79; -84.62﻿ (Vyāsa),297.0,1979.0,"Vyasa, Indian poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6461,https://planetarynames.wr.usgs.gov/Feature/6461,India Origin Indian
Wagner,68°15′S 114°47′W﻿ / ﻿68.25°S 114.78°W﻿ / -68.25; -114.78﻿ (Wagner),134.0,1976.0,"Richard Wagner, German composer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6470,https://planetarynames.wr.usgs.gov/Feature/6470,Germany Origin Richard
Wang Meng,8°32′N 104°07′W﻿ / ﻿8.53°N 104.12°W﻿ / 8.53; -104.12﻿ (Wang Meng),165.0,1976.0,"Wang Meng, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6486,https://planetarynames.wr.usgs.gov/Feature/6486,China Origin Chinese
Warhol,2°33′S 6°16′W﻿ / ﻿2.55°S 6.27°W﻿ / -2.55; -6.27﻿ (Warhol),91.0,2012.0,"Andy Warhol, American artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14975,https://planetarynames.wr.usgs.gov/Feature/14975,American Origin Andy
Waters,8°58′S 105°27′W﻿ / ﻿8.96°S 105.45°W﻿ / -8.96; -105.45﻿ (Waters),15.0,2012.0,"Muddy Waters, American musician",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15086,https://planetarynames.wr.usgs.gov/Feature/15086,United States Origin
Wen Tianxiang,45°20′S 191°36′W﻿ / ﻿45.34°S 191.6°W﻿ / -45.34; -191.6﻿ (Wagner),166.42,2020.0,"Wen Tianxiang, Chinese poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15921,https://planetarynames.wr.usgs.gov/Feature/15921,China Origin Wen
Wergeland,37°56′S 56°22′W﻿ / ﻿37.93°S 56.36°W﻿ / -37.93; -56.36﻿ (Wergeland),42.0,1976.0,"Henrik Wergeland, Norwegian writer",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6522,https://planetarynames.wr.usgs.gov/Feature/6522,Norway Origin Henrik
Whitman,41°24′N 111°38′W﻿ / ﻿41.4°N 111.64°W﻿ / 41.4; -111.64﻿ (Whitman),64.0,1985.0,"Walt Whitman, American poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6536,https://planetarynames.wr.usgs.gov/Feature/6536,American Origin Walter
Wren,24°50′N 35°57′W﻿ / ﻿24.84°N 35.95°W﻿ / 24.84; -35.95﻿ (Wren),204.0,1979.0,"Christopher Wren, English architect",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6580,https://planetarynames.wr.usgs.gov/Feature/6580,England Origin Christopher
Wu Shujuan,70°48′S 346°44′W﻿ / ﻿70.8°S 346.73°W﻿ / -70.8; -346.73﻿ (Wu Shujuan),109.0,2024.0,"Wu Shujuan, Chinese painter",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/16348,https://planetarynames.wr.usgs.gov/Feature/16348,China Origin Chinese
Xiao Zhao,10°35′N 123°50′E﻿ / ﻿10.58°N 123.84°E﻿ / 10.58; 123.84﻿ (Xiao Zhao),24.0,2008.0,"Xiao Zhao, Chinese artist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/14392,https://planetarynames.wr.usgs.gov/Feature/14392,China Origin Chinese
Yamada,82°32′N 136°10′E﻿ / ﻿82.54°N 136.16°E﻿ / 82.54; 136.16﻿ (Yamada),17.1,2015.0,"Kosaku Yamada, Japanese composer and conductor",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15435,https://planetarynames.wr.usgs.gov/Feature/15435,Japan Origin Kosaku
Yeats,9°26′N 35°02′W﻿ / ﻿9.44°N 35.03°W﻿ / 9.44; -35.03﻿ (Yeats),92.0,1976.0,"William Butler Yeats, Irish poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6648,https://planetarynames.wr.usgs.gov/Feature/6648,Ireland Origin William
Yoshikawa,81°13′N 106°02′E﻿ / ﻿81.21°N 106.03°E﻿ / 81.21; 106.03﻿ (Yoshikawa),30.0,2012.0,"Eiji Yoshikawa, Japanese novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/15028,https://planetarynames.wr.usgs.gov/Feature/15028,Japan Origin Hidetsugu
Yun Sŏn-Do,73°29′S 110°05′W﻿ / ﻿73.49°S 110.08°W﻿ / -73.49; -110.08﻿ (Yun Sǒn-Do),76.0,1976.0,"Yun Seondo, Korean poet",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6680,https://planetarynames.wr.usgs.gov/Feature/6680,Korea Origin Korean
Zeami,2°58′S 147°25′W﻿ / ﻿2.96°S 147.41°W﻿ / -2.96; -147.41﻿ (Zeami),129.0,1976.0,"Zeami Motokiyo, Japanese playwright",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6709,https://planetarynames.wr.usgs.gov/Feature/6709,Japan Origin Motokiyo
Zola,49°45′N 178°15′W﻿ / ﻿49.75°N 178.25°W﻿ / 49.75; -178.25﻿ (Zola),70.0,1979.0,"Émile Zola, French novelist",https://en.wikipedia.orghttps://planetarynames.wr.usgs.gov/Feature/6749,https://planetarynames.wr.usgs.gov/Feature/6749,France Origin Emile
